ride_id,driver_id,customer_id,vehicle_id,start_time,end_time,distance_km,fare_amount,payment_id,rating,city
R000218,D0208,C00467,V0024,2024-12-05 11:04:00,2024-12-05 11:27:00,2.79,73.48,P000218,4.7,Hyderabad
R000219,D0191,C00109,V0050,2024-06-01 08:53:00,2024-06-01 09:18:00,5.89,72.12,P000219,4.7,Bangalore
R000220,D0209,C01657,V0239,2024-02-01 10:24:00,2024-02-01 10:45:00,2.73,72.76,P000220,4.6,Mumbai
R000221,D0207,C01879,V0110,2025-07-01 05:36:00,2025-07-01 06:00:00,6.65,129.8,P000221,4.6,Pune
R000222,D0075,C01437,V0067,2025-02-02 05:38:00,2025-02-02 05:58:00,4.15,68.2,P000222,5.0,Hyderabad
R000223,D0012,C00370,V0075,2024-04-29 09:45:00,2024-04-29 09:58:00,1.35,35.8,P000223,4.1,Delhi
R000224,D0115,C01535,V0049,2024-11-18 22:02:00,2024-11-18 22:37:00,6.72,60.32,P000224,4.2,Bangalore
R000225,D0193,C01840,V0157,2024-10-05 13:05:00,2024-10-05 13:19:00,3.14,38.84,P000225,5.0,Hyderabad
R000226,D0196,C01349,V0174,2025-05-23 07:23:00,2025-05-23 07:50:00,5.79,109.48,P000226,5.0,Pune
R000227,D0300,C00217,V0271,2025-04-07 09:13:00,2025-04-07 09:24:00,4.25,101.0,P000227,4.6,Pune
R000228,D0002,C00790,V0119,2025-06-21 09:11:00,2025-06-21 09:25:00,3.04,48.24,P000228,4.7,Delhi
R000229,D0173,C00433,V0188,2024-04-24 11:50:00,2024-04-24 12:16:00,5.38,68.04,P000229,4.9,Bangalore
R000230,D0037,C01323,V0032,2024-02-08 06:58:00,2024-02-08 07:32:00,7.94,77.64,P000230,4.6,Chennai
R000231,D0027,C01670,V0126,2024-04-04 14:32:00,2024-04-04 14:44:00,3.32,39.92,P000231,4.4,Ahmedabad
R000232,D0219,C00219,V0063,2024-01-26 15:57:00,2024-01-26 16:16:00,1.11,43.88,P000232,5.0,Ahmedabad
R000233,D0100,C01957,V0116,2025-05-27 04:12:00,2025-05-27 04:28:00,5.36,52.16,P000233,4.9,Kolkata
R000234,D0223,C00557,V0299,2024-12-14 15:46:00,2024-12-14 16:06:00,2.41,68.92,P000234,4.4,Hyderabad
R000235,D0199,C01054,V0282,2025-06-20 09:49:00,2025-06-20 10:06:00,2.92,75.04,P000235,5.0,Chennai
R000236,D0046,C00087,V0271,2024-12-01 04:49:00,2024-12-01 05:02:00,1.93,63.16,P000236,4.1,Delhi
R000237,D0205,C00732,V0166,2024-04-10 16:43:00,2024-04-10 17:04:00,4.91,98.92,P000237,3.8,Bangalore
R000238,D0091,C01580,V0293,2024-05-15 06:46:00,2024-05-15 06:59:00,2.2,66.4,P000238,4.4,Bangalore
R000239,D0049,C00290,V0057,2024-02-07 14:24:00,2024-02-07 15:04:00,7.91,88.28,P000239,4.2,Chennai
R000240,D0024,C01024,V0091,2025-06-18 03:00:00,2025-06-18 03:17:00,1.07,52.84,P000240,4.9,Ahmedabad
R000241,D0220,C00079,V0088,2024-11-14 01:43:00,2024-11-14 02:07:00,4.08,57.64,P000241,4.4,Bangalore
R000242,D0253,C01335,V0158,2024-03-30 10:29:00,2024-03-30 11:17:00,16.42,176.36,P000242,5.0,Ahmedabad
R000243,D0156,C01022,V0033,2024-02-17 03:33:00,2024-02-17 03:53:00,3.82,85.84,P000243,4.4,Delhi
R000244,D0281,C01767,V0294,2024-11-15 00:36:00,2024-11-15 00:57:00,4.67,96.04,P000244,4.7,Delhi
R000245,D0111,C01162,V0154,2024-11-15 20:57:00,2024-11-15 21:08:00,1.29,27.74,P000245,4.9,Ahmedabad
R000246,D0143,C01534,V0084,2024-08-02 10:12:00,2024-08-02 10:40:00,7.01,124.12,P000246,4.3,Chennai
R000247,D0087,C01980,V0219,2024-07-16 09:17:00,2024-07-16 09:45:00,5.33,103.96,P000247,3.9,Hyderabad
R000248,D0177,C01046,V0028,2025-06-29 10:49:00,2025-06-29 11:14:00,3.19,39.14,P000248,4.5,Kolkata
R000249,D0249,C00150,V0290,2025-03-27 21:07:00,2025-03-27 21:19:00,4.09,57.72,P000249,4.4,Kolkata
R000250,D0047,C01530,V0054,2024-10-06 04:10:00,2024-10-06 05:01:00,16.7,250.4,P000250,4.1,Chennai
R000251,D0128,C00805,V0218,2024-10-07 03:00:00,2024-10-07 03:07:00,0.99,51.88,P000251,4.7,Bangalore
R000252,D0060,C00893,V0084,2025-07-27 16:06:00,2025-07-27 16:23:00,3.53,82.36,P000252,4.1,Hyderabad
R000253,D0285,C00909,V0054,2024-07-30 17:22:00,2024-07-30 17:33:00,1.74,80.88,P000253,4.8,Chennai
R000254,D0222,C01200,V0051,2025-07-16 10:17:00,2025-07-16 10:35:00,5.24,102.88,P000254,4.9,Chennai
R000255,D0147,C01563,V0153,2024-05-24 22:51:00,2024-05-24 23:09:00,1.99,31.94,P000255,4.9,Ahmedabad
R000256,D0279,C01697,V0029,2024-10-17 18:15:00,2024-10-17 19:00:00,13.86,206.32,P000256,4.4,Chennai
R000257,D0262,C01091,V0293,2024-06-24 02:19:00,2024-06-24 02:38:00,2.86,74.32,P000257,4.3,Mumbai
R000258,D0160,C00044,V0102,2024-12-12 17:28:00,2024-12-12 17:48:00,5.21,66.68,P000258,4.2,Chennai
R000259,D0124,C00284,V0088,2024-02-21 04:01:00,2024-02-21 04:19:00,3.64,54.12,P000259,4.6,Hyderabad
R000260,D0081,C01881,V0049,2025-04-27 21:03:00,2025-04-27 21:32:00,9.34,76.04,P000260,4.6,Delhi
R000261,D0198,C00790,V0010,2024-04-18 12:03:00,2024-04-18 12:18:00,2.3,77.6,P000261,5.0,Hyderabad
R000262,D0013,C00236,V0006,2024-03-29 13:25:00,2024-03-29 13:50:00,8.23,90.84,P000262,4.7,Ahmedabad
R000263,D0272,C01657,V0288,2024-07-02 22:38:00,2024-07-02 23:35:00,13.33,99.98,P000263,4.6,Hyderabad
R000264,D0154,C01022,V0064,2025-04-01 19:22:00,2025-04-01 19:34:00,1.25,55.0,P000264,3.9,Hyderabad
R000265,D0252,C01556,V0093,2024-11-15 10:52:00,2024-11-15 11:46:00,16.65,239.8,P000265,3.8,Delhi
R000266,D0110,C00957,V0289,2024-07-21 22:48:00,2024-07-21 23:01:00,2.03,64.36,P000266,4.8,Hyderabad
R000267,D0162,C01965,V0020,2025-06-30 02:59:00,2025-06-30 03:12:00,2.79,73.48,P000267,4.1,Mumbai
R000268,D0190,C01917,V0066,2025-04-21 18:08:00,2025-04-21 18:30:00,8.58,71.48,P000268,4.2,Mumbai
R000269,D0211,C01138,V0150,2024-04-05 22:29:00,2024-04-05 22:43:00,1.4,56.2,P000269,4.5,Bangalore
R000270,D0027,C01974,V0126,2024-04-09 14:19:00,2024-04-09 14:38:00,3.11,38.66,P000270,3.6,Ahmedabad
R000271,D0081,C01511,V0049,2025-04-21 15:14:00,2025-04-21 15:45:00,6.47,68.82,P000271,4.6,Delhi
R000272,D0048,C00411,V0054,2024-08-17 04:55:00,2024-08-17 05:11:00,2.33,67.96,P000272,5.0,Bangalore
R000273,D0257,C00381,V0127,2024-09-21 11:25:00,2024-09-21 11:35:00,0.89,60.68,P000273,4.3,Kolkata
R000274,D0151,C00440,V0270,2024-07-06 22:58:00,2024-07-06 23:09:00,1.34,35.72,P000274,4.4,Pune
R000275,D0010,C00141,V0097,2024-12-04 10:29:00,2024-12-04 10:38:00,1.98,63.76,P000275,4.3,Delhi
R000276,D0158,C00491,V0266,2025-05-14 00:04:00,2025-05-14 00:24:00,4.25,91.0,P000276,4.8,Chennai
R000277,D0086,C00948,V0024,2025-05-01 03:22:00,2025-05-01 03:36:00,2.94,75.28,P000277,5.0,Ahmedabad
R000278,D0265,C01261,V0120,2025-05-05 14:54:00,2025-05-05 15:11:00,2.16,62.28,P000278,3.6,Bangalore
R000279,D0265,C00857,V0120,2024-06-23 09:49:00,2024-06-23 10:01:00,2.12,51.96,P000279,4.5,Bangalore
R000280,D0156,C00219,V0033,2024-12-22 19:36:00,2024-12-22 20:08:00,9.7,156.4,P000280,4.8,Delhi
R000281,D0062,C01165,V0241,2024-05-10 16:06:00,2024-05-10 17:30:00,25.9,350.8,P000281,4.2,Hyderabad
R000282,D0132,C00354,V0058,2025-02-19 22:50:00,2025-02-19 23:04:00,0.99,25.94,P000282,4.4,Chennai
R000283,D0139,C01152,V0084,2024-04-19 10:35:00,2024-04-19 10:44:00,1.91,62.92,P000283,4.4,Mumbai
R000284,D0141,C01396,V0240,2024-03-13 09:34:00,2024-03-13 10:16:00,8.5,152.0,P000284,3.8,Ahmedabad
R000285,D0026,C01103,V0066,2025-04-17 12:37:00,2025-04-17 12:58:00,2.31,33.86,P000285,4.9,Hyderabad
R000286,D0155,C01521,V0272,2025-02-27 07:39:00,2025-02-27 07:42:00,0.58,23.48,P000286,5.0,Ahmedabad
R000287,D0188,C00719,V0074,2024-09-06 17:10:00,2024-09-06 17:55:00,11.87,182.44,P000287,4.4,Kolkata
R000288,D0001,C02000,V0080,2025-05-08 12:04:00,2025-05-08 12:43:00,11.11,113.88,P000288,4.6,Bangalore
R000289,D0294,C01708,V0133,2024-12-14 06:52:00,2024-12-14 07:17:00,5.4,52.4,P000289,5.0,Bangalore
R000290,D0055,C01328,V0237,2025-03-17 13:36:00,2025-03-17 14:02:00,5.79,119.48,P000290,4.3,Chennai
R000291,D0179,C01367,V0299,2024-12-16 17:44:00,2024-12-16 18:28:00,12.74,192.88,P000291,4.0,Ahmedabad
R000292,D0063,C00535,V0033,2024-08-29 05:42:00,2024-08-29 05:55:00,2.56,70.72,P000292,5.0,Delhi
R000293,D0125,C00069,V0055,2024-03-20 23:59:00,2024-03-21 00:27:00,4.93,99.16,P000293,5.0,Delhi
R000294,D0198,C00676,V0010,2025-08-10 15:07:00,2025-08-10 15:21:00,1.54,68.48,P000294,4.7,Hyderabad
R000295,D0079,C00592,V0087,2025-04-19 10:35:00,2025-04-19 10:51:00,2.53,70.36,P000295,5.0,Hyderabad
R000296,D0141,C01540,V0240,2024-04-09 14:11:00,2024-04-09 14:35:00,6.1,113.2,P000296,4.7,Ahmedabad
R000297,D0251,C01462,V0041,2024-11-11 12:04:00,2024-11-11 12:28:00,1.82,61.84,P000297,4.7,Pune
R000298,D0273,C01842,V0261,2024-04-21 21:52:00,2024-04-21 22:15:00,9.0,97.0,P000298,4.7,Chennai
R000299,D0167,C00749,V0088,2025-01-23 10:31:00,2025-01-23 10:45:00,2.79,47.32,P000299,4.3,Mumbai
R000300,D0246,C01150,V0079,2024-03-03 02:13:00,2024-03-03 02:46:00,6.67,78.36,P000300,5.0,Mumbai
R000301,D0059,C01092,V0187,2024-05-22 18:57:00,2024-05-22 19:39:00,8.43,161.16,P000301,4.9,Ahmedabad
R000302,D0164,C00947,V0146,2024-01-01 04:42:00,2024-01-01 04:55:00,1.71,58.68,P000302,4.3,Kolkata
R000303,D0276,C01316,V0012,2024-06-01 14:34:00,2024-06-01 14:54:00,2.22,66.64,P000303,4.5,Chennai
R000304,D0159,C00434,V0080,2024-10-25 12:39:00,2024-10-25 13:12:00,8.67,94.36,P000304,4.8,Bangalore
R000305,D0133,C00947,V0080,2025-08-14 14:12:00,2025-08-14 14:21:00,1.27,35.16,P000305,4.5,Pune
R000306,D0254,C00195,V0110,2024-07-29 21:56:00,2024-07-29 22:28:00,7.0,124.0,P000306,5.0,Bangalore
R000307,D0035,C00149,V0027,2024-11-20 09:36:00,2024-11-20 10:10:00,10.99,171.88,P000307,4.5,Ahmedabad
R000308,D0286,C00261,V0092,2024-11-07 13:45:00,2024-11-07 14:03:00,4.78,63.24,P000308,5.0,Pune
R000309,D0218,C01111,V0221,2024-12-18 02:37:00,2024-12-18 02:46:00,1.07,62.84,P000309,4.7,Bangalore
R000310,D0265,C01666,V0120,2024-01-09 19:32:00,2024-01-09 19:58:00,3.18,50.44,P000310,4.3,Bangalore
R000311,D0084,C00951,V0261,2025-02-17 04:54:00,2025-02-17 05:16:00,4.96,64.68,P000311,4.2,Chennai
R000312,D0163,C00348,V0286,2024-10-28 01:23:00,2024-10-28 02:01:00,7.59,65.54,P000312,4.8,Chennai
R000313,D0018,C01293,V0057,2025-07-16 01:00:00,2025-07-16 01:11:00,1.24,34.92,P000313,3.8,Hyderabad
R000314,D0255,C00995,V0104,2025-07-27 11:07:00,2025-07-27 11:36:00,6.99,123.88,P000314,4.1,Pune
R000315,D0174,C01774,V0148,2024-10-15 00:15:00,2024-10-15 00:25:00,1.63,79.56,P000315,4.0,Hyderabad
R000316,D0139,C00751,V0084,2025-03-18 22:37:00,2025-03-18 22:57:00,2.73,82.76,P000316,4.8,Mumbai
R000317,D0185,C00541,V0053,2025-02-07 20:20:00,2025-02-07 20:30:00,1.9,40.2,P000317,4.8,Chennai
R000318,D0005,C01662,V0047,2025-01-26 12:24:00,2025-01-26 12:53:00,7.09,101.72,P000318,5.0,Pune
R000319,D0200,C00137,V0014,2025-03-21 17:13:00,2025-03-21 17:39:00,4.67,68.02,P000319,4.0,Bangalore
R000320,D0174,C01886,V0148,2024-06-26 15:08:00,2024-06-26 15:35:00,6.18,114.16,P000320,4.4,Hyderabad
R000321,D0140,C00251,V0051,2024-07-11 17:24:00,2024-07-11 17:46:00,5.58,106.96,P000321,3.6,Ahmedabad
R000322,D0275,C00765,V0051,2025-01-03 13:09:00,2025-01-03 13:38:00,6.45,117.4,P000322,4.5,Ahmedabad
R000323,D0068,C00456,V0258,2024-10-22 21:08:00,2024-10-22 21:25:00,1.85,39.8,P000323,4.6,Ahmedabad
R000324,D0116,C01222,V0057,2024-05-17 00:04:00,2024-05-17 00:54:00,12.92,128.36,P000324,4.9,Bangalore
R000325,D0222,C00637,V0051,2024-01-17 04:46:00,2024-01-17 05:21:00,7.84,134.08,P000325,4.1,Chennai
R000326,D0042,C01647,V0291,2025-05-13 21:27:00,2025-05-13 21:38:00,1.56,58.72,P000326,4.1,Bangalore
R000327,D0222,C01131,V0051,2024-05-19 02:08:00,2024-05-19 02:11:00,1.64,59.68,P000327,4.3,Chennai
R000328,D0047,C01342,V0054,2025-03-01 14:57:00,2025-03-01 15:10:00,3.91,96.92,P000328,4.7,Chennai
R000329,D0156,C00941,V0033,2025-03-11 19:11:00,2025-03-11 19:32:00,2.46,69.52,P000329,4.4,Delhi
R000330,D0128,C01411,V0218,2025-04-10 16:27:00,2025-04-10 16:44:00,4.04,88.48,P000330,4.4,Bangalore
R000331,D0218,C00844,V0221,2025-07-19 14:24:00,2025-07-19 15:13:00,13.3,199.6,P000331,4.4,Bangalore
R000332,D0004,C01423,V0096,2024-12-29 07:11:00,2024-12-29 08:13:00,17.46,249.52,P000332,5.0,Pune
R000333,D0207,C01377,V0110,2025-03-10 19:00:00,2025-03-10 19:07:00,0.8,49.6,P000333,5.0,Pune
R000334,D0021,C01115,V0241,2025-08-14 15:54:00,2025-08-14 16:15:00,2.05,64.6,P000334,5.0,Mumbai
R000335,D0128,C00640,V0218,2024-08-30 22:32:00,2024-08-30 23:03:00,11.14,173.68,P000335,4.0,Bangalore
R000336,D0137,C00043,V0259,2024-10-02 13:59:00,2024-10-02 14:23:00,2.63,71.56,P000336,3.7,Bangalore
R000337,D0194,C00681,V0057,2025-07-13 18:23:00,2025-07-13 18:34:00,3.06,49.48,P000337,5.0,Delhi
R000338,D0269,C01571,V0140,2024-02-04 01:36:00,2024-02-04 02:19:00,12.54,200.48,P000338,4.5,Chennai
R000339,D0044,C00006,V0170,2025-05-09 22:23:00,2025-05-09 22:36:00,2.49,34.94,P000339,4.6,Ahmedabad
R000340,D0077,C00720,V0276,2024-04-25 18:30:00,2024-04-25 18:37:00,1.58,58.96,P000340,4.6,Chennai
R000341,D0104,C00241,V0290,2024-03-22 04:46:00,2024-03-22 05:00:00,1.75,39.0,P000341,4.5,Ahmedabad
R000342,D0184,C00230,V0077,2025-06-23 08:29:00,2025-06-23 09:08:00,9.11,149.32,P000342,4.6,Hyderabad
R000343,D0093,C01085,V0255,2025-06-13 02:33:00,2025-06-13 02:57:00,6.17,114.04,P000343,5.0,Ahmedabad
R000344,D0290,C00968,V0102,2024-03-31 07:30:00,2024-03-31 07:39:00,2.91,48.28,P000344,4.9,Delhi
R000345,D0062,C01096,V0241,2024-03-20 21:40:00,2024-03-20 22:01:00,5.52,106.24,P000345,4.5,Hyderabad
R000346,D0087,C00989,V0219,2025-07-06 18:19:00,2025-07-06 18:37:00,2.45,69.4,P000346,5.0,Hyderabad
R000347,D0132,C00292,V0058,2024-02-24 10:34:00,2024-02-24 11:00:00,3.58,41.48,P000347,4.4,Chennai
R000348,D0088,C01434,V0200,2024-01-12 15:29:00,2024-01-12 15:50:00,5.77,129.24,P000348,4.5,Mumbai
R000349,D0168,C00205,V0007,2025-06-08 15:36:00,2025-06-08 16:22:00,13.39,100.34,P000349,3.2,Ahmedabad
R000350,D0135,C00412,V0146,2024-12-05 13:22:00,2024-12-05 14:04:00,11.42,116.36,P000350,4.7,Kolkata
R000351,D0163,C01974,V0286,2024-10-28 09:10:00,2024-10-28 09:23:00,1.52,29.12,P000351,4.6,Chennai
R000352,D0183,C01081,V0231,2024-02-06 22:59:00,2024-02-06 23:35:00,11.61,89.66,P000352,4.5,Bangalore
R000353,D0260,C01687,V0070,2024-11-07 23:50:00,2024-11-08 00:09:00,4.9,49.4,P000353,4.5,Chennai
R000354,D0047,C00307,V0054,2025-07-31 08:03:00,2025-07-31 08:12:00,1.21,54.52,P000354,4.7,Chennai
R000355,D0076,C00046,V0230,2025-04-29 18:10:00,2025-04-29 18:39:00,6.28,115.36,P000355,4.5,Bangalore
R000356,D0032,C00768,V0015,2025-08-09 01:42:00,2025-08-09 02:03:00,5.9,72.2,P000356,4.6,Bangalore
R000357,D0055,C01666,V0237,2024-10-25 23:39:00,2024-10-25 23:56:00,3.6,83.2,P000357,4.0,Chennai
R000358,D0281,C00964,V0294,2024-01-28 09:31:00,2024-01-28 09:46:00,1.41,56.92,P000358,4.9,Delhi
R000359,D0185,C01079,V0053,2024-03-25 04:32:00,2024-03-25 04:51:00,4.29,59.32,P000359,4.2,Chennai
R000360,D0050,C00489,V0033,2024-03-19 08:16:00,2024-03-19 08:27:00,1.88,62.56,P000360,5.0,Kolkata
R000361,D0266,C00313,V0133,2024-05-15 19:17:00,2024-05-15 19:47:00,8.45,70.7,P000361,4.1,Kolkata
R000362,D0084,C00721,V0261,2024-10-08 08:00:00,2024-10-08 08:33:00,7.73,96.84,P000362,5.0,Chennai
R000363,D0172,C01246,V0198,2024-04-24 19:11:00,2024-04-24 19:34:00,3.97,87.64,P000363,4.4,Kolkata
R000364,D0277,C00703,V0084,2024-06-03 21:28:00,2024-06-03 22:16:00,13.4,200.8,P000364,4.8,Bangalore
R000365,D0281,C01999,V0294,2025-01-13 05:16:00,2025-01-13 05:39:00,3.84,96.08,P000365,5.0,Delhi
R000366,D0243,C00945,V0114,2024-08-29 15:11:00,2024-08-29 15:26:00,1.76,61.12,P000366,5.0,Bangalore
R000367,D0270,C00136,V0127,2025-06-24 01:21:00,2025-06-24 01:38:00,2.97,75.64,P000367,4.3,Bangalore
R000368,D0071,C00662,V0263,2024-03-27 04:38:00,2024-03-27 05:02:00,3.47,40.82,P000368,5.0,Pune
R000369,D0265,C00666,V0120,2024-06-06 15:48:00,2024-06-06 15:59:00,2.3,43.4,P000369,4.4,Bangalore
R000370,D0236,C00239,V0150,2025-02-26 12:15:00,2025-02-26 12:39:00,4.7,72.6,P000370,4.1,Kolkata
R000371,D0202,C01341,V0043,2025-03-26 23:40:00,2025-03-27 00:04:00,5.03,50.18,P000371,4.3,Hyderabad
R000372,D0105,C00396,V0248,2024-06-20 06:36:00,2024-06-20 06:56:00,2.63,46.04,P000372,5.0,Pune
R000373,D0297,C01437,V0282,2024-12-19 01:41:00,2024-12-19 02:06:00,3.26,99.12,P000373,4.7,Bangalore
R000374,D0226,C01629,V0183,2024-09-27 03:03:00,2024-09-27 03:33:00,8.5,142.0,P000374,4.7,Ahmedabad
R000375,D0160,C00548,V0102,2024-06-20 14:25:00,2024-06-20 14:52:00,9.48,110.84,P000375,4.5,Chennai
R000376,D0134,C01472,V0287,2025-05-02 09:30:00,2025-05-02 09:53:00,6.61,119.32,P000376,5.0,Mumbai
R000377,D0103,C00057,V0235,2025-06-29 07:24:00,2025-06-29 07:54:00,7.97,77.82,P000377,5.0,Ahmedabad
R000378,D0214,C01674,V0186,2025-02-03 15:16:00,2025-02-03 15:34:00,5.9,110.8,P000378,4.8,Pune
R000379,D0128,C01503,V0218,2024-05-28 16:55:00,2024-05-28 17:09:00,2.91,74.92,P000379,5.0,Bangalore
R000380,D0079,C01080,V0087,2025-03-21 00:18:00,2025-03-21 00:53:00,8.81,145.72,P000380,4.8,Hyderabad
R000381,D0255,C00838,V0104,2025-04-04 12:43:00,2025-04-04 12:51:00,1.05,62.6,P000381,5.0,Pune
R000382,D0269,C00154,V0140,2024-11-19 16:43:00,2024-11-19 17:09:00,7.11,145.32,P000382,4.6,Chennai
R000383,D0034,C01494,V0254,2024-02-12 03:58:00,2024-02-12 04:24:00,7.36,128.32,P000383,4.2,Delhi
R000384,D0205,C01197,V0166,2025-06-28 20:22:00,2025-06-28 20:27:00,2.05,64.6,P000384,4.4,Bangalore
R000385,D0238,C01271,V0110,2025-03-18 19:58:00,2025-03-18 20:16:00,2.83,73.96,P000385,3.9,Kolkata
R000386,D0055,C01580,V0237,2024-10-06 10:17:00,2024-10-06 10:34:00,1.03,52.36,P000386,4.1,Chennai
R000387,D0047,C01514,V0054,2024-09-30 03:16:00,2024-09-30 04:10:00,13.5,202.0,P000387,4.3,Chennai
R000388,D0287,C01369,V0078,2025-08-21 12:29:00,2025-08-21 12:52:00,4.54,57.24,P000388,4.6,Hyderabad
R000389,D0095,C01273,V0047,2024-09-04 23:43:00,2024-09-04 23:56:00,3.35,51.8,P000389,5.0,Ahmedabad
R000390,D0073,C01724,V0238,2024-07-18 16:21:00,2024-07-18 16:24:00,1.96,40.68,P000390,3.9,Kolkata
R000391,D0134,C01499,V0287,2024-07-03 10:35:00,2024-07-03 10:45:00,2.73,72.76,P000391,4.6,Mumbai
R000392,D0251,C01448,V0041,2024-01-11 21:00:00,2024-01-11 21:15:00,3.45,81.4,P000392,4.1,Pune
R000393,D0202,C01293,V0043,2024-03-10 00:26:00,2024-03-10 00:49:00,6.41,58.46,P000393,4.4,Hyderabad
R000394,D0053,C00159,V0112,2024-04-10 16:06:00,2024-04-10 16:16:00,1.08,52.96,P000394,3.9,Bangalore
R000395,D0075,C01066,V0067,2025-04-01 11:14:00,2025-04-01 11:17:00,0.81,31.48,P000395,4.8,Hyderabad
R000396,D0217,C00900,V0289,2024-10-17 08:12:00,2024-10-17 08:15:00,1.27,55.24,P000396,5.0,Kolkata
R000397,D0195,C00643,V0247,2024-02-04 00:39:00,2024-02-04 00:56:00,4.07,57.56,P000397,4.1,Ahmedabad
R000398,D0061,C01064,V0232,2024-04-04 01:38:00,2024-04-04 02:11:00,5.53,106.36,P000398,4.7,Pune
R000399,D0202,C01320,V0043,2024-08-10 19:40:00,2024-08-10 19:57:00,2.87,37.22,P000399,4.3,Hyderabad
R000400,D0174,C01491,V0148,2024-05-04 22:07:00,2024-05-04 22:31:00,4.57,94.84,P000400,4.6,Hyderabad
R000401,D0188,C00287,V0074,2024-03-29 19:08:00,2024-03-29 19:49:00,11.15,183.8,P000401,4.5,Kolkata
R000402,D0114,C01711,V0119,2025-01-19 21:48:00,2025-01-19 21:59:00,2.31,43.86,P000402,4.3,Mumbai
R000403,D0241,C00499,V0277,2025-08-02 05:57:00,2025-08-02 06:30:00,5.13,76.04,P000403,4.3,Pune
R000404,D0260,C01419,V0070,2024-04-23 22:11:00,2024-04-23 22:32:00,3.45,40.7,P000404,5.0,Chennai
R000405,D0188,C00414,V0074,2024-09-16 09:29:00,2024-09-16 10:35:00,17.03,244.36,P000405,4.4,Kolkata
R000406,D0046,C01223,V0271,2024-03-18 20:29:00,2024-03-18 20:42:00,1.28,75.36,P000406,5.0,Delhi
R000407,D0045,C00568,V0195,2024-10-10 13:44:00,2024-10-10 14:07:00,2.74,46.92,P000407,4.1,Chennai
R000408,D0264,C01527,V0097,2024-11-27 08:10:00,2024-11-27 08:28:00,1.35,76.2,P000408,5.0,Mumbai
R000409,D0051,C01203,V0123,2024-03-16 08:49:00,2024-03-16 09:05:00,1.87,62.44,P000409,4.9,Delhi
R000410,D0287,C00299,V0078,2024-03-04 12:24:00,2024-03-04 13:02:00,9.17,85.02,P000410,4.3,Hyderabad
R000411,D0014,C00483,V0071,2024-12-06 01:16:00,2024-12-06 01:30:00,0.99,51.88,P000411,4.6,Chennai
R000412,D0109,C00724,V0152,2024-09-28 05:28:00,2024-09-28 05:43:00,4.22,58.76,P000412,4.5,Delhi
R000413,D0205,C00837,V0166,2024-03-12 15:59:00,2024-03-12 16:16:00,2.75,73.0,P000413,4.7,Bangalore
R000414,D0279,C01009,V0029,2024-07-24 19:25:00,2024-07-24 19:35:00,2.8,73.6,P000414,4.3,Chennai
R000415,D0033,C00224,V0281,2024-07-01 20:31:00,2024-07-01 20:38:00,1.24,54.88,P000415,5.0,Bangalore
R000416,D0093,C01765,V0255,2024-04-21 04:34:00,2024-04-21 04:54:00,2.43,69.16,P000416,4.5,Ahmedabad
R000417,D0101,C01425,V0274,2025-03-17 06:39:00,2025-03-17 06:47:00,2.6,71.2,P000417,4.3,Chennai
R000418,D0255,C00473,V0104,2024-04-18 14:45:00,2024-04-18 15:08:00,5.22,112.64,P000418,4.8,Pune
R000419,D0157,C00006,V0217,2024-09-22 03:02:00,2024-09-22 03:31:00,7.45,64.7,P000419,4.9,Delhi
R000420,D0038,C01154,V0099,2024-03-15 02:36:00,2024-03-15 03:30:00,16.32,127.92,P000420,4.9,Bangalore
R000421,D0221,C00274,V0220,2024-09-13 14:01:00,2024-09-13 14:08:00,1.31,27.86,P000421,4.1,Delhi
R000422,D0223,C00716,V0299,2025-05-24 04:41:00,2025-05-24 05:14:00,10.8,169.6,P000422,4.6,Hyderabad
R000423,D0024,C00361,V0091,2024-01-01 01:42:00,2024-01-01 02:16:00,5.41,104.92,P000423,4.6,Ahmedabad
R000424,D0003,C01262,V0159,2025-02-03 08:09:00,2025-02-03 08:22:00,1.52,78.24,P000424,5.0,Delhi
R000425,D0077,C00279,V0276,2024-12-03 12:36:00,2024-12-03 13:32:00,15.71,228.52,P000425,5.0,Chennai
R000426,D0294,C01923,V0133,2024-01-04 16:45:00,2024-01-04 16:54:00,2.12,32.72,P000426,4.0,Bangalore
R000427,D0045,C01319,V0195,2025-05-17 15:27:00,2025-05-17 15:32:00,0.95,32.6,P000427,5.0,Chennai
R000428,D0214,C01162,V0186,2025-02-17 23:49:00,2025-02-18 00:12:00,3.73,84.76,P000428,4.1,Pune
R000429,D0009,C01678,V0058,2024-03-12 17:14:00,2024-03-12 17:27:00,5.71,54.26,P000429,4.4,Delhi
R000430,D0001,C01945,V0080,2024-01-04 12:44:00,2024-01-04 13:49:00,19.53,181.24,P000430,5.0,Bangalore
R000431,D0247,C00607,V0258,2025-05-08 03:36:00,2025-05-08 03:40:00,1.89,40.12,P000431,5.0,Pune
R000432,D0011,C00401,V0218,2025-07-02 11:21:00,2025-07-02 11:39:00,5.57,106.84,P000432,5.0,Bangalore
R000433,D0084,C00424,V0261,2024-11-06 12:03:00,2024-11-06 12:21:00,5.45,68.6,P000433,4.7,Chennai
R000434,D0064,C01166,V0296,2024-04-02 11:34:00,2024-04-02 12:16:00,12.63,95.78,P000434,4.8,Chennai
R000435,D0068,C01495,V0258,2024-12-14 02:53:00,2024-12-14 03:04:00,1.95,50.6,P000435,3.9,Ahmedabad
